DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,SURVEYED,EWMSTATUS,AIS_SPECIES,YEAR_INFESTED,DNR_REGION,DELINEATED,PW_BASIN_N,PW_PARENT_,PARENTDOW.CDOM,size_acres,shore_miles,max_depth,avg_depth,avg_secchi,min_secchi,max_secchi,totarea.cdom,totpix.cdom,pix.cdom,a440.cdom,avg_totalalkalinity,avg_chlorophylla,avg_nitrogen,avg_ph,avg_phosphorus,avg_conductance,mean.peak_temp,mean.gdd_wtr_10c,mean.mean_surf_jas,mean.max_surf_jas
12001300,Lake or Pond,309717.9516,4978855.303,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,61.80402926,2.06343107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12001600,Lake or Pond,310087.3609,4975963.226,Chippewa,N,U,NA,NA,4,USGS,Norberg,Norberg,120016,24.85527265,0.7862354,NA,NA,NA,NA,NA,24.85522112,111.848495,0.894066567,6.16782715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12002800,Lake or Pond,305723.1961,4997267.265,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,101.4141352,3.21397433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12003000,Lake or Pond,304655.6459,5001141.592,Chippewa,N,U,NA,NA,4,Fsh,Shakopee,Shakopee,120030,414.3343091,6.12774008,0.9144,NA,NA,NA,NA,298.6549195,1343.947138,1.021690843,4.35105815,NA,NA,NA,8.365,0.253,677.45,NA,NA,NA,NA
12003100,Lake or Pond,303895.8025,4999222.756,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,120031,19.65581407,1.01292603,NA,NA,NA,NA,NA,21.77880229,98.00461029,0.489772878,5.4621693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12003200,Lake or Pond,295564.9228,4973103.78,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,5.3147292,0.36467462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12003400,Lake or Pond,302831.2439,4967217.587,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,52.31833748,1.39929466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12003600,Lake or Pond,296359.2044,4973677.255,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,58.49060031,2.32213562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004300,Lake or Pond,297379.1215,4996394.754,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,29.79118874,0.85545469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004500,Lake or Pond,298734.4185,4996379.658,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,41.92330708,1.09766799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004700,Lake or Pond,298097.9804,4996009.079,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,43.10588079,1.57651587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004800,Lake or Pond,293767.7777,4970186.792,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,6.12659114,0.37036301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004900,Lake or Pond,291273.3019,4973263.232,Chippewa,N,U,NA,NA,4,Fsh,Unger Pond,Unger Pond,120049,95.47389188,1.73024418,2.4384,NA,NA,NA,NA,97.48257746,438.6715986,0.426287001,1.28743315,NA,NA,NA,NA,NA,NA,30.542481769718652,1776.7307986588905,22.639795472985284,30.24875904160992
12005000,Lake or Pond,286693.147,4981360.115,Chippewa,N,U,NA,NA,4,NWI,Unnamed,Unnamed,NA,15.10878153,0.68362222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12005700,Lake or Pond,286124.4912,4977525.469,Chippewa,N,U,NA,NA,4,NA,Unnamed (Carlton),Unnamed (Carlton),120057,25.55318567,1.36948017,NA,NA,NA,NA,NA,27.5400168,123.9300756,0.57290371,3.78107145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12005900,Lake or Pond,286696.8742,4976167.388,Chippewa,N,U,NA,NA,4,USGS,Unnamed (Round Slough),Unnamed (Round Slough),NA,9.14250512,0.61561103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12006100,Lake or Pond,290161.1001,4974829.497,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,120061,37.69406766,1.31813686,NA,NA,NA,NA,NA,37.69386616,169.6223977,0.955062552,4.37856475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12006300,Lake or Pond,288908.7356,4992345.141,Chippewa,N,U,NA,NA,4,Fsh,Unnamed,Unnamed,120063,15.84016293,1.89639442,NA,NA,NA,NA,NA,38.64836133,173.9176259,0.096166592,3.8213889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12006700,Lake or Pond,286534.5509,4993804.15,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,120067,101.2508717,2.93064991,NA,NA,NA,NA,NA,75.97838829,341.9027473,0.792623055,3.1286901,NA,NA,NA,NA,0.231,NA,NA,NA,NA,NA
12006800,Lake or Pond,286870.0598,4997187.852,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,120068,53.75072567,1.24641256,NA,NA,NA,NA,NA,19.66688934,88.50100202,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007300,Lake or Pond,282748.7694,4986764.406,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,7.52732749,0.47920294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007400,Lake or Pond,276262.921,4987216.763,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,120074,14.86787506,1.15196917,NA,NA,NA,NA,NA,65.30155928,293.8570167,0.207583949,5.3411422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007500,Lake or Pond,273129.4093,4992791.301,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,10.27793728,0.50413603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007600,Lake or Pond,267383.8016,5001381.858,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,8.04425655,0.50608889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007900,Lake or Pond,267129.1576,4998941.111,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,11.35910488,0.90285461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008000,Lake or Pond,320231.1641,4995505.393,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,24.71233012,1.10064634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008100,Lake or Pond,320687.2273,4995589.877,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,27.41066748,1.26940346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008400,Lake or Pond,299822.6043,4996964.468,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,13.70804853,0.58151733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008500,Lake or Pond,286641.4389,4976346.971,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,9.72253988,0.94432774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008700,Lake or Pond,278106.0595,4983609.102,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,11.66707823,0.81930211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008800,Lake or Pond,283057.42,4992838.242,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,8.93543007,0.52586405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008900,Lake or Pond,275531.4171,4991771.257,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,12.73511356,0.658194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009000,Lake or Pond,283816.8357,4992654.472,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,7.8156185,0.48094952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009100,Lake or Pond,284626.2219,4981194.99,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,9.11864816,1.16582337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009500,Lake or Pond,283835.4327,4994892.177,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,8.42574671,0.60814366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009800,Lake or Pond,285895.9519,4992069.695,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,NA,5.55537959,0.36834844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009900,Lake or Pond,274732.283,4988462.814,Chippewa,N,U,NA,NA,4,USGS,Unnamed,Unnamed,120099,9.53278174,0.96160647,NA,NA,NA,NA,NA,13.53830945,60.9223925,0.558087078,4.08534795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12010900,Lake or Pond,288842.2213,4975997.73,Chippewa,N,U,NA,NA,4,EWR,Wehrspann Spring Pond,Wehrspann Spring Pond,NA,0.54152961,0.14782685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12011000,Lake or Pond,271331.8044,4999754.076,Chippewa,N,U,NA,NA,4,EWR,PCA Site#206,PCA Site#206,NA,98.64301531,2.29258311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12011200,Lake or Pond,264130.6104,5001301.098,Chippewa,N,U,NA,NA,4,EWR,Unnamed,Unnamed,NA,32.76162946,1.16310799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000100,Lake or Pond,518204.9353,5023666.782,Chisago,N,U,NA,NA,3,USGS,Blooms,Blooms,130001,135.4143686,2.2514316,NA,NA,1.966666667,1.5,2.3,137.9698111,620.8641499,0.881030093,4.15744315,NA,3.378,NA,NA,0.0385,NA,NA,NA,NA,NA
13000200,Lake or Pond,518831.6684,5022278.724,Chisago,N,U,NA,NA,3,USGS,Coleen,Coleen,130002,24.45268449,1.26307403,NA,NA,NA,NA,NA,25.59177041,115.1629668,0.408117307,3.1561905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000300,Lake or Pond,519793.7142,5021477.837,Chisago,N,U,NA,NA,3,Fsh,Hawkins,Hawkins,130003,19.75204582,0.86582003,NA,NA,NA,NA,NA,21.41718874,96.37734934,0.498042334,3.12055555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000400,Lake or Pond,518403.3233,5021622.375,Chisago,N,U,NA,NA,3,USGS,Trulson,Trulson,130004,20.08665587,0.80951428,NA,NA,NA,NA,NA,20.32696812,91.47135655,0.819928804,1.49880085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000500,Lake or Pond,518230.3094,5019636.037,Chisago,N,U,NA,NA,3,USGS,Duck,Duck,130005,55.54046839,2.67776863,NA,NA,2.078947368,1,3,59.36674158,267.1503371,0.306943278,3.3476903,NA,5.8,1.5,NA,NA,NA,NA,NA,NA,NA
13000600,Lake or Pond,518102.6876,5018012.937,Chisago,N,U,NA,NA,3,USGS,Ice,Ice,NA,4.1182048,0.30677645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000700,Lake or Pond,525250.7889,5029686.153,Chisago,N,U,NA,NA,3,USGS,Colby,Colby,130007,59.28297541,1.36056582,NA,NA,NA,NA,NA,59.28272738,266.7722732,0.404839674,7.4265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000800,Lake or Pond,517521.5924,5022554.704,Chisago,N,U,NA,NA,3,Fsh,Unnamed,Unnamed,130008,25.06153349,1.11736801,NA,NA,NA,NA,NA,12.63039755,56.83678896,0.826929193,4.6228022,NA,NA,NA,NA,NA,NA,28.930292497416023,1892.67938534238,23.49173659678058,28.824186081944987
13001000,Lake or Pond,517386.5722,5024153.296,Chisago,N,U,NA,NA,3,Fsh,Peterson,Peterson,130010,17.21355563,0.76706042,NA,NA,NA,NA,NA,12.71748943,57.22870243,0.646528725,7.6685,NA,NA,NA,NA,NA,NA,29.31917642145349,1869.87971630789,23.326771814459782,29.231385509968334
13001100,Lake or Pond,516189.8921,5023553.808,Chisago,N,U,NA,NA,3,Fsh,Ogrens,Ogrens,130011,48.21826139,1.39104776,26,NA,1.22047619,0.6,2.7,43.8786916,197.4541122,0.754605708,5.30663605,NA,25.56,1.3,NA,0.058,NA,29.80363260544293,1926.46643244994,23.562082269437948,29.697131742300158
13001200,Lake or Pond,510061.2344,5022998.956,Chisago,Y,1,Eurasian watermilfoil,2010,3,Fsh,Chisago,Chisago,NA,943.9646156,13.18042103,7.9,NA,1.29032,0.97536,1.88976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.38156243630374,1872.7644029078267,23.5856047203901,29.240119712733335
13001201,Lake or Pond,509671.6303,5023828.814,Chisago,N,U,NA,NA,3,Fsh,Chisago (north portion),Chisago,130012,487.9313516,5.05321584,7.9,4.4304,2.409172932,0.76,9.5,431.9899175,1943.954629,0.977903482,0.61907125,58.5,33.42,1.41,7.837407407,0.049352941,199.7407407,29.38156243630374,1872.7644029078267,23.5856047203901,29.240119712733335
13001202,Lake or Pond,510478.09,5022111.052,Chisago,N,U,NA,NA,3,Fsh,Chisago (south portion),Chisago,130012,456.033264,8.71641994,7.9,1.1928,1.454090909,0.3,5.5,368.3986827,1657.794072,0.83589932,2.288278875,NA,36.31714286,NA,NA,0.072545455,NA,29.38156243630374,1872.7644029078267,23.5856047203901,29.240119712733335
13001300,Lake or Pond,512130.9553,5022538.766,Chisago,N,U,NA,NA,3,Fsh,Kroon,Kroon,130013,193.1856904,2.4115665,8.8392,4.9416,2.025039747,0.46,13,188.1353111,846.6089,0.829190433,1.43968045,NA,18.54,1.3525,7.812592593,0.04775,225.9034483,29.52075918479952,1779.4578708091963,22.684051582484877,29.425130623933253
13001400,Lake or Pond,513700.0258,5022893.113,Chisago,N,U,NA,NA,3,Fsh,Linn,Linn,130014,176.9870357,3.14756311,0.3048,NA,0.584193548,0.1,1.1,155.1277519,698.0748835,0.878129288,2.6782433,NA,48.93333333,3.5,NA,0.120333333,224,32.18990297125888,2031.8052609798297,24.050763121609066,32.08417984178219
13001500,Lake or Pond,516318.2417,5021389.16,Chisago,N,U,NA,NA,3,EWR,Unnamed,Unnamed,NA,134.6394255,3.80843448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13001600,Lake or Pond,515328.598,5020780.588,Chisago,N,U,NA,NA,3,USGS,Swamp,Swamp,130016,33.71776095,0.84624524,NA,NA,0.84,0.6,1.1,33.90837938,152.5877072,0.347341218,3.8127451,NA,4.78,NA,NA,0.024,NA,NA,NA,NA,NA
13001700,Lake or Pond,513268.3085,5021248.426,Chisago,N,U,NA,NA,3,EWR,Lundquist,Lundquist,NA,61.24590047,1.40629141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13001800,Lake or Pond,511766.789,5019486.571,Chisago,N,U,NA,NA,3,EWR,Pine,Pine,NA,45.4426882,1.0398698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13001900,Lake or Pond,513661.6801,5018880.462,Chisago,N,U,NA,NA,3,Fsh,Spider,Spider,130019,130.6861087,6.07875256,2.4384,1.3632,2.496434074,0.6,7.75,145.674979,655.5374055,0.471929196,3.7785602,NA,8.635,1.7,NA,0.03805,138,30.499797907103613,1726.0186222914142,22.294700275165763,30.313565150937787
13002000,Lake or Pond,516875.6276,5017990.976,Chisago,N,U,NA,NA,3,USGS,Unnamed,Unnamed,130020,16.56466562,0.65928349,NA,NA,NA,NA,NA,17.18537281,77.33417763,0.362065013,3.8595238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13002100,Lake or Pond,514986.4457,5017809.595,Chisago,N,U,NA,NA,3,USGS,Unnamed,Unnamed,NA,11.39218249,0.93900446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13002200,Lake or Pond,511009.0419,5017407.829,Chisago,N,U,NA,NA,3,USGS,Fourth,Fourth,NA,11.26186961,0.93883494,NA,NA,0.761,0.15,1.22,NA,NA,NA,NA,NA,2.198333333,1.85,7.28,0.075666667,NA,NA,NA,NA,NA
13002300,Lake or Pond,510426.2356,5016435.458,Chisago,N,U,NA,NA,3,Fsh,Moody,Moody,130023,45.3310619,1.03625118,14.6304,NA,1.024290256,0.3,3,38.75103456,174.3796555,0.802845949,5.8743383,46.5,47.85577419,2.402777778,8.078571429,0.197263158,NA,30.25760516898947,1944.597448953052,23.593587698549374,30.148486990654824
13002400,Lake or Pond,511349.1712,5016256.79,Chisago,N,U,NA,NA,3,USGS,Third,Third,130024,30.11379526,1.01724607,NA,NA,1.453636364,0.8,4,30.11367146,135.5115216,0.833877435,3.6367143,NA,NA,1.088,7.8,0.0266,NA,NA,NA,NA,NA
13002500,Lake or Pond,512813.3797,5016542.543,Chisago,N,U,NA,NA,3,USGS,Second,Second,130025,65.74219122,2.3620667,NA,NA,0.726,0.39,1.5,56.48629704,254.1883367,0.936313613,3.0860467,NA,26,3.4,NA,0.0732,NA,NA,NA,NA,NA
13002600,Lake or Pond,514179.5813,5016600.32,Chisago,N,U,NA,NA,3,USGS,First,First,130026,42.60263946,1.42021708,NA,NA,NA,NA,NA,42.94940531,193.2723239,0.569145121,1.73522775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13002700,Lake or Pond,513928.7285,5025024.402,Chisago,Y,1,Eurasian watermilfoil,2009,3,Fsh,South Center,South Center,130027,909.6981972,12.0702807,32.004,17.892,1.617435219,0.3048,11.5,877.195942,3947.381739,0.729967781,3.372053575,57,27.25769231,1.299090909,7.374078431,0.100771429,208.9229323,29.25211700645725,1802.740634054999,23.041354406336133,29.15415494911685
13002800,Lake or Pond,511252.3632,5025541.195,Chisago,Y,1,Eurasian watermilfoil,2010,3,Fsh,South Lindstrom,South Lindstrom,130028,454.6792511,3.90572584,10.0584,5.6232,2.58152,0.8,14,471.9901675,2123.955754,0.965180182,0.12519675,57,27.2755,1.42,8.022758621,0.037714286,198.6071429,29.38156243630374,1872.7644029078267,23.5856047203901,29.240119712733335
13002900,Lake or Pond,509698.6687,5025800.464,Chisago,N,U,NA,NA,3,Fsh,Wallmark,Wallmark,130029,139.9664183,3.63190218,1.8288,1.0224,0.615505618,0.08,2.44,135.9062363,611.5780632,0.779949493,0.9094367,38.66666667,98.3,3.1,8.86,0.143142857,155.5666667,32.63641770156339,1891.2652698450177,23.128096743246143,32.60255586128915
13003000,Lake or Pond,511686.3852,5033660.134,Chisago,N,U,NA,NA,3,NA,Vibo,Vibo,130030,56.53845074,1.37696072,NA,NA,0.3775,0.1,0.7,55.39169042,249.2626069,0.66596431,5.27966685,NA,89.5,3.725,NA,0.522,NA,NA,NA,NA,NA
13003100,Lake or Pond,510550.9443,5030481.698,Chisago,N,U,NA,NA,3,Fsh,Sunrise,Sunrise,130031,795.6893462,6.75041533,6.096,3.408,1.558192,0.6096,3.05,670.473758,3017.131911,1.018185512,0.27243045,NA,33.35,1.085,NA,0.050666667,NA,29.227222492257024,1640.6863720617087,21.75236735363229,29.149729240687094
13003200,Lake or Pond,513328.5663,5028216.244,Chisago,Y,1,Eurasian watermilfoil,2008,3,Fsh,North Center,North Center,NA,756.8145814,12.76007955,12.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.705696476409816,1825.1654527736966,23.025040150409797,29.59896792564677
13003201,Lake or Pond,513332.6664,5028194.395,Chisago,N,U,NA,NA,3,Fsh,North Center Lake,North Center,130032,749.2601929,12.12464739,12.192,6.816,1.28209097,0.3,7.5,730.9763796,3289.393708,0.859428895,0.718612,NA,46.09032258,1.62,7.907169811,0.058310345,203.1672727,29.705696476409816,1825.1654527736966,23.025040150409797,29.59896792564677
13003202,Lake or Pond,512921.9085,5030383.291,Chisago,N,U,NA,NA,3,Fsh,North Center Pond,North Center,130032,7.5543885,0.63543216,NA,NA,0.930606061,0.3,1.37,9.611650115,43.25242552,0.161840635,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13003300,Lake or Pond,516167.516,5028935.007,Chisago,N,U,NA,NA,3,Fsh,Little,Little,130033,168.1990766,2.97817432,6.7056,3.7488,1.111678498,0.4,8.5,158.1991887,711.8963489,0.813320649,4.5060825,63.5,2230.836364,NA,7.216923077,0.129076923,127.6666667,30.453655357839686,1921.3145810905087,23.506237896039153,30.35031540257119
13003400,Lake or Pond,514128.9752,5027628.323,Chisago,N,U,NA,NA,3,Fsh,Pioneer,Pioneer,130034,77.30840247,2.1392816,2,NA,0.481147541,0.15,1.1,77.01683292,346.5757481,0.784821216,2.46767315,NA,26.5,5.2,NA,0.185,NA,33.91755760725892,2013.11278389397,23.868713436727376,33.749212277700884
13003500,Lake or Pond,511681.6662,5027050.972,Chisago,Y,1,Eurasian watermilfoil,2006,3,Fsh,North Lindstrom,North Lindstrom,130035,141.8520389,2.29214754,8.5344,4.7712,2.727339592,0.8,16,143.08964,643.9033799,0.819998802,0.2369394,NA,15.26923077,NA,NA,0.030875,NA,28.95097647470871,1832.5965287056738,23.19276549477769,28.848962242664967
13003600,Lake or Pond,509226.9953,5026177.227,Chisago,N,U,NA,NA,3,USGS,Unnamed (Armstrong),Unnamed (Armstrong),130036,18.11560081,0.6909719,NA,NA,NA,NA,NA,18.11558556,81.52013502,0.650146126,3.62639295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13003700,Lake or Pond,509541.2231,5036172.674,Chisago,N,U,NA,NA,3,USGS,Unnamed,Unnamed,130037,16.54263682,0.71607985,NA,NA,NA,NA,NA,18.34038472,82.53173126,0.581594488,5.19142855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13003800,Lake or Pond,511374.1021,5037474.251,Chisago,N,U,NA,NA,3,Fsh,Round,Round,130038,12.49927213,0.55617669,NA,NA,NA,NA,NA,9.236331406,41.56349133,0.55337026,1.47125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13003900,Lake or Pond,511037.2752,5036860.202,Chisago,N,U,NA,NA,3,USGS,Long,Long,130039,14.06385951,0.91483971,NA,NA,NA,NA,NA,16.32237944,73.45070749,0.136145727,2.9222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13004000,Lake or Pond,508142.5656,5024450.528,Chisago,N,U,NA,NA,3,Fsh,Martha,Martha,130040,24.92175586,1.1667344,NA,NA,NA,NA,NA,21.69385694,97.62235624,0.706805313,1.6930252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13004100,Lake or Pond,507794.9071,5021119.054,Chisago,Y,1,Eurasian watermilfoil,1995,3,Fsh,Green,Green,NA,1809.495503,16.52100623,8.5344,NA,1.34112,0.97536,1.9812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.599833829860124,1776.996491085223,22.974993173145432,28.501458046001645
13004101,Lake or Pond,508034.1795,5023467.995,Chisago,N,U,NA,NA,0,Fsh,Green (Little Green),Green,130041,225.4728668,2.55512711,3.9624,2.2152,1.647103175,0.46,7,205.9544555,926.7950498,0.992668229,0.2202662,NA,18.6,NA,8.49,0.040666667,221,30.728325022910195,1927.7276364298161,23.595070384589263,30.6114516838063
13004102,Lake or Pond,507760.8486,5020784.701,Chisago,N,U,NA,NA,3,Fsh,Green (Main Basin),Green,130041,1584.022636,13.96587912,8.5344,4.7712,2.327902778,0.6,9.5,1240.256824,5581.155708,1.079151818,0.867055675,NA,13.49090909,NA,8.287142857,0.036875,234.25,28.599833829860124,1776.996491085223,22.974993173145432,28.501458046001645
13004200,Lake or Pond,508029.546,5016317.598,Chisago,N,U,NA,NA,3,USGS,Birch,Birch,130042,20.54700396,0.7286942,NA,NA,1.636896552,0.76,3.2,22.11606969,99.52231361,1.055039782,4.45395405,NA,26.56171429,1.252,7.4,0.1115,NA,NA,NA,NA,NA
13004300,Lake or Pond,508287.5802,5026792.846,Chisago,N,U,NA,NA,3,USGS,Mattson,Mattson,130043,24.09248592,0.80789697,NA,NA,2.047058824,0.6,4,24.09233941,108.4155274,1.152971378,3.24102205,NA,5.85,0.9,NA,0.017666667,NA,NA,NA,NA,NA
13004400,Lake or Pond,508041.9188,5025906.754,Chisago,N,U,NA,NA,3,USGS,School,School,130044,106.1738397,1.93154226,1,NA,1.344262295,0.2,3.7,106.1734536,477.7805411,1.059063642,0.85911195,NA,23.83666667,4.05,NA,0.154,NA,NA,NA,NA,NA
13004500,Lake or Pond,505374.8495,5022257.697,Chisago,N,U,NA,NA,3,USGS,Sam,Sam,130045,36.68285143,0.92726122,NA,NA,NA,NA,NA,36.91358183,166.1111182,0.818729062,6.4198227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13004600,Lake or Pond,506867.4518,5023135.45,Chisago,N,U,NA,NA,3,EWR,Emily,Emily,130046,18.67649551,0.87504997,NA,NA,0.397058824,0.1,0.9,13.70464967,61.6709235,0.648603876,2.5725,NA,194.1714286,4,NA,0.247714286,NA,NA,NA,NA,NA
13004700,Lake or Pond,507364.8165,5023592.414,Chisago,Y,1,Eurasian watermilfoil,1999,3,EWR,Ellen,Ellen,NA,29.88630601,1.11212621,NA,NA,0.809090909,0.3,1,NA,NA,NA,NA,NA,53.5,1.55,NA,NA,NA,NA,NA,NA,NA
13004800,Lake or Pond,505037.142,5021325.421,Chisago,N,U,NA,NA,3,USGS,White Stone,White Stone,130048,41.69101912,1.21177903,NA,NA,0.723809524,0.2,1.2,42.69292328,192.1181547,0.832820825,3.3346591,NA,73.825,2.95,NA,0.0985,NA,NA,NA,NA,NA
13004900,Lake or Pond,505695.8112,5020528.021,Chisago,N,U,NA,NA,3,USGS,Unnamed,Unnamed,130049,16.59490341,0.78010533,NA,NA,NA,NA,NA,16.62505506,74.81274776,0.695068709,3.51029185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
